set_id,label_id,spl_version,title,section,label
939e28c5-f3a9-42c0-9a2d-8d471d82a6e0,e3051cb1-69ca-43e9-ade3-d2f2e52c49b3,17,"These highlights do not include all the information needed to use NEUPRO safely and effectively. See full prescribing information for NEUPRO. 
NEUPRO (rotigotine transdermal system) Initial U.S. Approval: 2007",CO,"4 CONTRAINDICATIONS

NEUPRO is contraindicated in patients who have demonstrated hypersensitivity to rotigotine or the components of the transdermal system.





History of hypersensitivity to rotigotine or components of the transdermal patch. (4)"
d5a783f4-12ef-4326-8faa-40018e45ba3b,9f38e2db-d15b-4d17-951a-2e42ac87e43c,8,"These highlights do not include all the information needed to use ENDARI™ safely and effectively. See full prescribing information for ENDARI. 
 ENDARI (L-glutamine oral powder )  Initial U.S. Approval:  2017",CO,"4  CONTRAINDICATIONS

None





None (4)"
de77155c-ecf2-4f15-9758-21d271449d83,22d362c3-0746-49c4-8109-6f30bfc86cb8,2,"These highlights do not include all the information needed to use FOTIVDA safely and effectively. See full prescribing information for FOTIVDA. 
FOTIVDA® (tivozanib) capsules, for oral use Initial U.S. Approval: 2021",CO,"4 CONTRAINDICATIONS

None.





None. (4)"
8c073f84-cdd0-40e4-b3a9-172687267f28,964401e1-52e5-4c34-b5b5-d028ce092dd9,5,"These highlights do not include all the information needed to use REVCOVI® safely and effectively.  See full prescribing information for REVCOVI.

REVCOVI (elapegademase-lvlr) injection, for intramuscular use
Initial U.S. Approval: 2018",CO,"4 CONTRAINDICATIONS

None.





None (4)"
41a481ee-3062-45d1-aed5-17e8b105634d,d5c9f2bd-76f9-42f4-aa3c-1a20c6c313d6,1,"These highlights do not include all the information needed to use SPEVIGO safely and effectively. See full prescribing information for SPEVIGO.
 SPEVIGO® (spesolimab-sbzo) injection, for intravenous use  Initial U.S. Approval: 2022",CO,"4 CONTRAINDICATIONS

SPEVIGO is contraindicated in patients with severe or life-threatening hypersensitivity to spesolimab-sbzo or to any of the excipients in SPEVIGO. Reactions have included drug reaction with eosinophilia and systemic symptoms (DRESS) [see Warnings and Precautions (5.3) and Adverse Reactions (6.1)].





Severe or life-threatening hypersensitivity to spesolimab-sbzo or to any of the excipients in SPEVIGO (4)"
64ef2286-0f56-4a8a-b07b-4a597f078ae0,df66f7c6-20f6-436e-a5d5-784c3291388b,4,"OXISTAT® (oxiconazole nitrate) Lotion, 1%*",CO,"CONTRAINDICATIONS 

OXISTAT Lotion is contraindicated in individuals who have shown hypersensitivity to any of their components."
c669f77c-fa48-478b-a14b-80b20a0139c2,d156776e-911a-4db0-945b-9d952f4ece42,12,"These highlights do not include all the information needed to use ACTIVASE safely and effectively. See full prescribing information for ACTIVASE. 
Activase (alteplase) for injection, for intravenous use Initial U.S. Approval: 1987",CO,"4	CONTRAINDICATIONS 





General


Active internal bleeding. (4.1, 4.2)
Recent intracranial or intraspinal surgery or serious head trauma. (4.1, 4.2)
Intracranial conditions that may increase the risk of bleeding. (4.1, 4.2)
Bleeding diathesis. (4.1, 4.2)
Current severe uncontrolled hypertension. (4.1, 4.2)


Acute Ischemic Stroke


Current intracranial hemorrhage. (4.1)
Subarachnoid hemorrhage. (4.1)


Acute Myocardial Infarction or Pulmonary Embolism


History of recent stroke. (4.2)








4.1 Acute Ischemic Stroke

Do not administer Activase to treat acute ischemic stroke in the following situations in which the risk of bleeding is greater than the potential benefit [see Warnings and Precautions (5.1)]:

Current intracranial hemorrhage 
Subarachnoid hemorrhage
Active internal bleeding
Recent (within 3 months) intracranial or intraspinal surgery or serious head trauma
Presence of intracranial conditions that may increase the risk of bleeding (e.g., some neoplasms, arteriovenous malformations, or aneurysms)
Bleeding diathesis
Current severe uncontrolled hypertension.









4.2 Acute Myocardial Infarction or Pulmonary Embolism

Do not administer Activase for treatment of AMI or PE in the following situations in which the risk of bleeding is greater than the potential benefit [see Warnings and Precautions (5.1)]:


Active internal bleeding
History of recent stroke
Recent (within 3 months) intracranial or intraspinal surgery or serious head trauma
Presence of intracranial conditions that may increase the risk of bleeding (e.g. some neoplasms, arteriovenous malformations, or aneurysms)
Bleeding diathesis
Current severe uncontrolled hypertension."
ff4d7258-5068-4cdf-9692-8cae04c3198e,ff4d7258-5068-4cdf-9692-8cae04c3198e,1,"These highlights do not include all the information needed to use SOTYKTU safely and effectively. See full prescribing information for SOTYKTU.
SOTYKTU™ (deucravacitinib) tablets, for oral useInitial U.S. Approval: 2022",CO,"4 CONTRAINDICATIONS 

SOTYKTU is contraindicated in patients with a history of hypersensitivity reaction to deucravacitinib or to any of the excipients in SOTYKTU [see Warnings and Precautions (5.1)].





Known hypersensitivity to deucravacitinib or any of the excipients in SOTYKTU. (4, 5.1)"
aea3358c-ff41-4490-9e6d-c7bf7b3de13f,5ef14cf2-d634-4a7b-9254-4cc480e8a48d,14,"These highlights do not include all the information needed to use REYVOW safely and effectively. See full prescribing information for REYVOW.
 REYVOW (lasmiditan) tablets, for oral use, CV Initial U.S. Approval: 2020",CO,"4 CONTRAINDICATIONS

None.






None. (4)"
88b434fa-8891-4fd5-9d86-7ea64667c08f,c1800c52-71b7-4c51-8143-8fc0b853e814,7,"These highlights do not include all the information needed to use KENGREAL safely and effectively.  See full prescribing information for KENGREAL.

KENGREAL® (
c
angrelor) for injection, for intravenous use

Initial U.S. Approval:  201
5",CO,"4
 
CONTRAINDICATIONS






Significant active bleeding (4.1)

Hypersensitivity to KENGREAL or any component of the product (4.2)









4.1

		     
	Significant Active Bleeding


KENGREAL is contraindicated in patients with significant active bleeding [see Warnings and Precautions (

5.1

) and Adverse Reactions (

6.1

)].









4.2

		     
	Hypersensitivity


KENGREAL is contraindicated in patients with known hypersensitivity (e.g., anaphylaxis) to KENGREAL or any component of the product [see Adverse Reactions (

6.1

)].4.1

		     
	Significant Active Bleeding


KENGREAL is contraindicated in patients with significant active bleeding [see Warnings and Precautions (

5.1

) and Adverse Reactions (

6.1

)].4.2

		     
	Hypersensitivity


KENGREAL is contraindicated in patients with known hypersensitivity (e.g., anaphylaxis) to KENGREAL or any component of the product [see Adverse Reactions (

6.1

)]."
ab23bc6e-b6a8-165f-e053-2a95a90ab144,3aa09356-e93c-40c1-bb84-547ac93f1388,6,"These highlights do not include all the information needed to use BARHEMSYS safely and effectively. See full prescribing information for BARHEMSYS. 
BARHEMSYS® (amisulpride) injection, for intravenous use Initial U.S. Approval: 2020",CO,"4 CONTRAINDICATIONS

BARHEMSYS is contraindicated in patients with known hypersensitivity to amisulpride [see Adverse Reactions (6.2)].





Known hypersensitivity to amisulpride. (4)"
c77a9664-e3bb-4023-b400-127aa53bca2b,ee551e9d-d258-4539-ab89-3597643d9d2c,38,"These highlights do not include all the information needed to use STELARA® safely and effectively. See full prescribing information for STELARA®.
 STELARA® (ustekinumab) injection, for subcutaneous or intravenous use Initial U.S. Approval: 2009",CO,"4 CONTRAINDICATIONS

STELARA® is contraindicated in patients with clinically significant hypersensitivity to ustekinumab or to any of the excipients [see Warnings and Precautions (5.5)].






Clinically significant hypersensitivity to ustekinumab or to any of the excipients. (4)"
f2abe3ed-ed3d-4215-a489-b18341ce85bc,eb55583e-2701-6426-e053-2a95a90abb4f,2,"These highlights do not include all the information needed to use ZONTIVITY safely and effectively. See full prescribing information for ZONTIVITY.
 



ZONTIVITY 
 ® (vorapaxar) Tablets 2.08 mg*, for oral use
 

*Equivalent to 2.5 mg vorapaxar sulfate
 

Initial U.S. Approval: 2014",CO,"4 CONTRAINDICATIONS





History of stroke, TIA, or ICH. (
          
  
     4.1)
         
 
    
Active pathologic bleeding. (
          
  
     4.2)
         
 
    








4.1     History of Stroke, Transient Ischemic Attack (TIA), or Intracranial Hemorrhage (ICH)

ZONTIVITY is contraindicated in patients with a history of stroke, TIA, or ICH because of an increased risk of ICH in this population 
         
 
  [see 
          
  
   Adverse Reactions (6)] 
         
 
  .
        

 
Discontinue ZONTIVITY in patients who experience a stroke, TIA, or ICH 
         
 
  [see 
          
  
   Adverse Reactions (6.1) and 
          
  
   Clinical Studies (14)] 
         
 
  .
        

 








4.2     Active Pathologic Bleeding

ZONTIVITY is contraindicated in patients with active pathological bleeding such as ICH or peptic ulcer 
         
 
  [see 
          
  
   Warnings and Precautions (5.1) and 
          
  
   Adverse Reactions (6.1)] 
         
 
  ."
cdfbe0cd-eb15-45a1-ac17-531bcda21aec,1d6c9e9d-e17d-4609-91fa-75e5bdbc5114,11,"These highlights do not include all the information needed to use OCALIVA® safely and effectively.  See full prescribing information for OCALIVA. 
OCALIVA® (obeticholic acid) tablets, for oral use Initial U.S. Approval: 2016",CO,"4 CONTRAINDICATIONS

OCALIVA is contraindicated in patients with:

decompensated cirrhosis (e.g., Child-Pugh Class B or C) or a prior decompensation event [see Warnings and Precautions (5.1)].
compensated cirrhosis who have evidence of portal hypertension (e.g., ascites, gastroesophageal varices, persistent thrombocytopenia) [see Warnings and Precautions (5.1)].
complete biliary obstruction.







decompensated cirrhosis (e.g., Child-Pugh Class B or C) or a prior decompensation event (4)
compensated cirrhosis with evidence of portal hypertension (e.g., ascites, gastroesophageal varices, persistent thrombocytopenia) (4)
complete biliary obstruction (4)"
dac9637f-3326-4f25-b7b9-f9f54b738232,2a704323-0860-4d2f-8743-f2b4d078f29c,5,"Ergomar® Sublingual Tablets, 2 mg",CO,"CONTRAINDICATIONS

Coadministration of ergotamine with potent CYP 3A4 inhibitors (ritonavir, nelfinavir, indinavir, erythromycin, clarithromycin and troleandomycin) has been associated with acute ergot toxicity (ergotism) characterized by vasospasm and ischemia of the extremities (See 

PRECAUTIONS: Drug Interactions
), with some cases resulting in amputation. There have been rare reports of cerebral ischemia in patients on protease inhibitor therapy when ergotamine was coadministered, at least one resulting in death. Because of the increased risk for ergotism and other serious vasospastic adverse events, ergotamine use is contraindicated with these drugs and other potent inhibitors of CYP 3A4 (e.g., ketoconazole, itraconazole) (See
                     
WARNINGS: CYP 3A4 Inhibitors
).
Ergomar® Sublingual Tablets may cause fetal harm when administered to pregnant women. Ergomar® Sublingual Tablets are contraindicated in women who are or may become pregnant. If this drug is used during pregnancy or if the patient becomes pregnant while taking this product, the patient should be apprised of the potential hazard to the fetus. Peripheral vascular disease, coronary heart disease, hypertension, impaired hepatic or renal function and sepsis.
Hypersensitivity to any of the components."
f11c21f8-f725-445e-b38e-1e4c5b05bcc6,b3b84922-3dcf-4c02-91ea-856e4882a271,5,"These highlights do not include all the information needed to use XERMELO safely and effectively.  See full prescribing information for XERMELO.XERMELO (telotristat ethyl) tablets, for oral useInitial U.S. Approval: 2017",CO,"4 CONTRAINDICATIONS


None.






None. (4)"
ea66eb30-e665-4693-99a1-a9d3b4bbe2d6,703533f9-fc6c-4d67-bc41-40f99fb2e0df,54,"These highlights do not include all the information needed to use KYPROLIS safely and effectively. See full prescribing information for KYPROLIS. 
KYPROLIS® (carfilzomib) for injection, for intravenous use Initial U.S. Approval: 2012",CO,"4 CONTRAINDICATIONS

None.





None. (4)"
f3ffd601-182f-4f04-b1cc-8175bc2e32fe,5190a5bc-5820-4874-bbe7-32576266a72f,5,"Homatropine Hydrobromide Ophthalmic Solution, USP",CO,"CONTRAINDICATIONS:  


Contraindicated in persons with primary glaucoma or a tendency toward glaucoma, e.g. narrow anterior chamber angle, and in those persons showing hypersensitivity to any component of this preparation."
03880372-2c68-45c6-a53a-f420c49541d6,0823bccc-f79a-400b-a8bf-8e0988f7a158,21,"These highlights do not include all the information needed to use EDURANT safely and effectively. See full prescribing information for EDURANT. 
EDURANT® (rilpivirine) tablets for oral useInitial U.S. Approval: 2011",CO,"4 CONTRAINDICATIONS

EDURANT is contraindicated for coadministration with the drugs in Table 1 for which significant decreases in rilpivirine plasma concentrations may occur due to CYP3A enzyme induction or gastric pH increase, which may result in loss of virologic response and possible resistance to EDURANT or to the class of NNRTIs [see Drug Interactions (7)
 and 
Clinical Pharmacology (12.3)]. 						

Table 1: Drugs That are Contraindicated with EDURANT





Drug Class
Contraindicated Drugs in Class
Clinical Comment




Anticonvulsants
CarbamazepineOxcarbazepinePhenobarbitalPhenytoin
Potential for significant decreases in rilpivirine plasma concentrations due to CYP3A enzyme induction, which may result in loss of virologic response.


Antimycobacterials
RifampinRifapentine


Glucocorticoid (systemic)
Dexamethasone(more than a single-dose treatment)


Herbal Products
St John's wort (Hypericum perforatum)


Proton Pump Inhibitors
e.g., EsomeprazoleLansoprazoleOmeprazolePantoprazole Rabeprazole
Potential for significant decreases in rilpivirine plasma concentrations due to gastric pH increase, which may result in loss of virologic response.








Coadministration of EDURANT is contraindicated with drugs where significant decreases in rilpivirine plasma concentrations may occur, which may result in loss of virologic response and possible resistance and cross-resistance. (4)"
a8f6ef34-471c-4f30-961b-08cb777a7cd8,f2adc2da-070a-4520-a6fc-5b50d1032608,4,"Cloderm® Cream, 0.1% (clocortolone pivalate)",CO,"CONTRAINDICATIONS

Topical corticosteroids are contraindicated in those patients with a history of hypersensitivity to any of the components of the preparation."
da1c9f37-779e-4682-816f-93d0faa4cfc9,9de10615-5f26-453a-9c56-a0b844b479f9,16,"These highlights do not include all the information needed to use OFEV safely and effectively. See full prescribing information for OFEV. 
OFEV® (nintedanib capsules), for oral use Initial U.S. Approval: 2014",CO,"4 CONTRAINDICATIONS

None





None (4)"
908691b4-7950-4f3e-bbea-ea568fee7ac3,e6f0f0dd-940a-490f-a404-56dd561264e6,1,"Isoxsuprine Hydrochloride Tablets, USP",DI,
5a0ba417-8a4a-4d7f-b85a-1839ee8bd3f1,8e64b577-1ecb-46f2-a7c8-3577a16f8837,5,"These highlights do not include all the information needed to use VISTOGARD safely and effectively. See full prescribing information for VISTOGARD.
VISTOGARD® (uridine triacetate) oral granulesInitial U.S. Approval: 2015",DI,
366e7ca9-4fd3-4688-bd83-1f369885e0fc,191d11f2-a407-4cbf-8e8b-466e2bc03f2c,4,"These highlights do not include all the information needed to use PENTETATE ZINC TRISODIUM INJECTION safely and effectively. See full prescribing information for PENTETATE ZINC TRISODIUM INJECTION.
 Pentetate zinc trisodium injection (Zn-DTPA)
 For intravenous or inhalation administration Initial U.S. Approval: 2004",DI,"7 DRUG INTERACTIONS

Adequate and well-controlled drug-drug interaction studies in humans were not identified in the literature. When an individual is contaminated with multiple radiocontaminants, or when the radiocontaminants are unknown, additional therapies may be needed (e.g., Prussian blue, potassium iodide).





Adequate and well-controlled drug-drug interaction studies in humans were not identified in the literature. (7)"
bc563e90-10e5-475d-aa84-b0e3d582ae95,1b3410c5-6dba-401e-8a6e-4b483e65dc48,4,"These highlights do not include all the information needed to use PENTETATE CALCIUM TRISODIUM INJECTION safely and effectively. See full prescribing information for PENTETATE CALCIUM TRISODIUM INJECTION.
Pentetate calcium trisodium injection (Ca-DTPA)
For intravenous or inhalation administrationInitial U.S. Approval: 2004",DI,"7 DRUG INTERACTIONS

Adequate and well-controlled drug-drug interaction studies in humans were not identified in the literature. When an individual is contaminated with multiple radiocontaminants, or when the radiocontaminants are unknown, additional therapies may be needed (e.g., Prussian blue, potassium iodide).





Adequate and well-controlled drug-drug interaction studies in humans were not identified in the literature. (7)"
eccd8340-ead3-4363-8902-0c19d33aa2ac,6f36157b-6fae-4428-80b7-aee3842d21c6,13,"BREVITAL®


 (methohexital sodium) for injection, USP",DI,"Drug Interactions


Prior chronic administration of barbiturates or phenytoin (e.g. for seizure disorder) appears to reduce the effectiveness of BREVITAL. Barbiturates may influence the metabolism of other concomitantly used drugs, such as phenytoin, halothane, anticoagulants, corticosteroids, ethyl alcohol, and propylene glycol-containing solutions."
e45cc371-9ebc-4904-12bc-65cb4e2817ad,ccb063c5-2695-4ed5-a281-c75f6ea28d3a,17,"These highlights do not include all the information needed to use LEVULAN® KERASTICK® safely and effectively.  See full prescribing information for LEVULAN KERASTICK.
LEVULAN KERASTICK (aminolevulinic acid HCl) for Topical Solution, 20% Initial U.S. Approval: 1999",DI,"7 DRUG INTERACTIONS

There have been no formal studies of the interaction of LEVULAN KERASTICK topical solution with any other drugs, and no drug-specific interactions were noted during any of the controlled clinical trials. It is, however, possible that concomitant use of other known photosensitizing agents such as St. John’s wort, griseofulvin, thiazide diuretics, sulfonylureas, phenothiazines, sulfonamides and tetracyclines might increase the photosensitivity reaction of actinic keratoses treated with LEVULAN KERASTICK topical solution [see Warnings and Precautions (5.2)]. 





Concomitant use of other known photosensitizing agents such as St. John’s wort, griseofulvin, thiazide diuretics, sulfonylureas, phenothiazines, sulfonamides and tetracyclines might increase the photosensitivity reaction. (7)"
b8eb330a-a75b-46cb-b694-5be9327ed2eb,3860168c-32e9-4151-b08e-25d4bbac75b6,5,"DOPRAM Injection(doxapram hydrochloride injection, USP)",DI,"Drug Interactions

Administration of doxapram to patients who are receiving sympathomimetic or monoamine oxidase inhibiting drugs may result in an additive pressor effect (see 
PRECAUTIONS, General
).
In patients who have received neuromuscular blocking agents, doxapram may temporarily mask the residual effects of these drugs.
In patients who have received general anesthesia utilizing a volatile agent known to sensitize the myocardium to catecholamines, administration of doxapram should be delayed until the volatile agent has been excreted in order to lessen the potential for arrhythmias, including ventricular tachycardia and ventricular fibrillation (see 
WARNINGS
).
There may be an interaction between doxapram and aminophylline and between doxapram and theophylline manifested by increased skeletal muscle activity, agitation, and hyperactivity."
58b25d79-78f2-4953-b0c6-61658dc4ef0d,ed5bd01d-2175-457e-ae65-7197f40d7342,9,"RIMSO-50®


brand of dimethyl sulfoxide irrigation, USP",DI,
821073f7-33f6-464d-baed-f66d97987d6d,c5d11596-8c13-483a-93f9-f7016fb8c663,14,"These highlights do not include all the information needed to use ERTACZO Cream safely and effectively.  See full prescribing information for ERTACZO Cream.ERTACZO® (sertaconazole nitrate) cream, for topical useInitial U.S. Approval: 2003",DI,
a20eb852-4c25-49f0-98bc-aed493336e75,9f6bfdfc-2991-4bd3-85c8-0f0c446f6d1d,12,"These highlights do not include all the information needed to use PRALUENT safely and effectively.  See full prescribing information for PRALUENT. 
PRALUENT® (alirocumab) injection, for subcutaneous use Initial U.S. Approval:  2015",DI,
51591524-4703-44c6-8bde-dce3e6a463d1,54a39fe1-7a22-4f65-858d-f04c872c1c65,9,"These highlights do not include all the information needed to use NUZYRA® safely and effectively. See full prescribing information for NUZYRA. 
NUZYRA (omadacycline) for injection, for intravenous use NUZYRA (omadacycline) tablets, for oral use Initial U.S. Approval: 2018",DI,"7 DRUG INTERACTIONS





Patients who are on anticoagulant therapy may require downward adjustment of their anticoagulant dosage while taking NUZYRA. (7.1)
Absorption of tetracyclines, including NUZYRA is impaired by antacids containing aluminum, calcium, or magnesium, bismuth subsalicylate and iron containing preparations. (2.1, 7.2)








7.1 Anticoagulant Drugs

Because tetracyclines have been shown to depress plasma prothrombin activity, patients who are on anticoagulant therapy may require downward adjustment of their anticoagulant dosage while also taking NUZYRA.








7.2 Antacids and Iron Preparations

Absorption of oral tetracyclines, including NUZYRA, is impaired by antacids containing aluminum, calcium, or magnesium, bismuth subsalicylate, and iron containing preparations [see Dosage and Administration (2.1)]."
f6927e91-bb46-47b3-ab66-f9d8a9d7b12a,8bdc1b76-3c74-4a6a-8a82-86a6a09f6c1d,2,"These highlights do not include all the information needed to use RAXIBACUMAB safely and effectively. See full prescribing information for RAXIBACUMAB.
RAXIBACUMAB injection, for intravenous useInitial U.S. Approval: 2012",DI,"7 DRUG INTERACTIONS





7.1 Ciprofloxacin

Co-administration of 40 mg/kg raxibacumab intravenously with intravenous or oral ciprofloxacin in human subjects did not alter the PK of either ciprofloxacin or raxibacumab [see Clinical Pharmacology (12.3)].








7.2 Anthrax Vaccine Adsorbed (AVA) 

Co-administration of 40 mg/kg raxibacumab intravenously (Day 1) with a SC AVA regimen (Days 1, 15, and 29) did not affect the immunogenicity of AVA [see Clinical Pharmacology (12.3)]."
6a95effd-32a5-46b6-a30e-7f4f9bf8cc77,168e1482-e6a5-416d-9711-2c8d9c0dfebe,7,"These highlights do not include all the information needed to use RAYALDEE® safely and effectively.  See full prescribing information for RAYALDEE. 
RAYALDEE® (calcifediol) extended-release capsules, for oral use  
Initial U.S. Approval: 
2016",DI,"7  DRUG INTERACTIONS






•Co-administration of cytochrome P450 inhibitors, such as ketoconazole, may alter serum levels of calcifediol. (7.1)

•Co-administration of thiazides may cause hypercalcemia. (7.2)

•Cholestyramine may impair the absorption of calcifediol. (7.3)

•The half-life of calcifediol is reduced by drugs stimulating microsomal hydroxylation, such as phenobarbital or other anticonvulsants. (7.4)








7.1 CYP3A Inhibitors 

Cytochrome P450 inhibitors, such as ketoconazole, atazanavir, clarithromycin, indinavir, itraconazole, nefazodone, nelfinavir, ritonavir, saquinavir, telithromycin or voriconazole, may inhibit enzymes involved in vitamin D metabolism (CYP24A1 and CYP27B1), and may alter serum levels of calcifediol.  Dose adjustment of RAYALDEE may be required, and serum 25-hydroxyvitamin D, intact PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong CYP3A4 inhibitor.








7.2 Thiazides 

Thiazides are known to induce hypercalcemia by reducing excretion of calcium in the urine.
Concomitant administration of thiazides with RAYALDEE may cause hypercalcemia.  Patients may require more frequent serum calcium monitoring in this setting [see Warnings and Precautions (5.1)]. 








7.3 Cholestyramine 

Cholestyramine has been reported to reduce intestinal absorption of fat-soluble vitamins and may impair the absorption of calcifediol, the active ingredient in RAYALDEE.  Dose adjustment of RAYALDEE may be required, and serum total 25-hydroxyvitamin D, intact PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with cholestyramine.








7.4 Other Agents 

Phenobarbital or other anticonvulsants or other compounds that stimulate microsomal hydroxylation reduce the half-life of calcifediol, the active ingredient in RAYALDEE.  Dose adjustment of RAYALDEE may be required, and serum total 25-hydroxyvitamin D, intact PTH and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with phenobarbital or other anticonvulsants."
