concept_id	concept_name	concept_synonym_name
1758828	Dianthus superbus flowering top extract	
1758832	Ephedra nevadensis whole extract	
1758833	fructosylnystose	
1758834	Gladiolus communis whole extract	
1758835	Hedychium flavescens whole extract	
1758836	Ipomoea digitata root extract	
1758837	Iva angustifolia whole extract	
1758838	Kalimeris indica whole extract	
1758841	Ligustrum lucidum seed extract	
1758842	Lonicera canadensis whole extract	
1758843	Lupinus elegans whole extract	
1758844	Magnolia x alba whole extract	
1758846	Melaleuca viridiflora whole extract	
1758847	Millettia pinnata whole extract	
1758848	Narcissus poeticus whole extract	
1758851	Paeonia x suffruticosa seed extract	
1758852	PEG-150 lanolin	
1758862	Physalis virginiana whole extract	
1758863	Pinus cembroides pollen extract	
1758864	Pinus strobus cone extract	
1758865	Plantago australis whole extract	
1758866	Platanus occidentalis bark extract	
1758867	Populus trichocarpa whole extract	
1758868	Prosopis cineraria wood extract	
1758869	Ruellia simplex whole extract	
1758870	Salix lutea pollen extract	
1758871	Salsola kali whole extract	
1758872	Schinus terebinthifolius pollen extract	
1758875	Stenotaphrum secundatum whole extract	
1758876	Suaeda maritima flowering top extract	
1758877	Syagrus romanzoffiana whole extract	
1758878	Symphoricarpos albus whole extract	
1758879	tabtoxin	
1758880	Townsendia exscapa whole extract	
1758881	.beta.-carophyllene alcohol	
1758882	1,3-beta-glucan synthase component FKS1	
1758885	sodium laurylglucosides hydroxypropylsulfonate	
1758886	tebentafusp	
1758898	lauroyl - myristoyl amidopropyl amine oxide	
1758920	Angelica anomala root extract	
1758921	Vanilla planifolia seed extract	
1758949	sutimlimab	
1758950	Areca catechu seed extract	
1758974	abrocitinib	
1758995	daridorexant	
1759013	faricimab	
1759027	Agave atrovirens top extract	
1759028	Amaryllis belladonna whole extract	
1759029	Anacardium occidentale bark extract	
1759030	Pulsatilla montana whole extract	
1759031	Zantedeschia aethiopica flower extract	
1759032	Zizia aurea whole extract	
1759033	Eleutherococcus senticosus root oil	
1759043	Anamirta cocculus fruit extract	
1759044	Arctostaphylos tomentosa whole extract	
1759045	Aspidosperma quebracho-blanco root extract	
1759046	aviscumine	
1759047	Betula pubescens whole extract	
1759048	Bos taurus large intestine preparation	
1759049	Ceratostigma willmottianum flowering top extract	
1759061	coxsackievirus A21	
1759062	Juniperus communis var. saxatilis whole extract	
1759063	Mercurialis perennis whole extract	
1759064	Prevotella intermedia	
1759065	Sedum acre whole extract	
1759066	Simaba cedron whole extract	
1759067	Veronicastrum virginicum whole extract	
1759072	Terminalia arjuna whole extract	
1759073	bebtelovimab	
1759120	Achillea millefolium seed extract	
1759121	Astragalus americanus whole extract	
1759122	Elettaria ensal whole extract	
1759123	Jacobaea maritima leaf extract	
1759124	Nasturtium officinale leaf extract	
1759125	Oenanthe crocata whole extract	
1759126	Pimpinella saxifraga whole extract	
1759135	Abutilon theophrasti seed extract	
1759136	Alpinia oxyphylla fruit extract	
1759137	aluminum hexafluorosilicate nonahydrate	
1759138	Chaenomeles japonica seed extract	
1759139	chalcone	
1759140	Cirsium arvense stem extract	
1759141	Combretum indicum whole extract	
1759142	Crateva magna bark extract	
1759143	Cynomorium songaricum stem extract	
1759144	Datura metel flower extract	
1759145	Descurainia sophia seed extract	
1759146	Fritillaria delavayi whole extract	
1759147	honey mushroom extract	
1759148	Leuzea rhapontica root extract	
1759149	Lonicera hypoglauca flower extract	
1759150	Lygodium japonicum spore extract	
1759151	Magnolia denudata flower bud extract	
1759152	Nardostachys chinensis root extract	
1759153	Panicum miliaceum whole extract	
1759154	Pteris ensiformis whole extract	
1759155	Sargassum pallidum extract	
1759156	Solanum virginianum whole extract	
1759157	Stachyurus chinensis whole extract	
1759158	Taraxacum sinicum whole extract	
1759159	Trichosanthes kirilowii seed extract	
1759160	Vitex negundo fruit extract	
1759164	valerian oil	
1759165	1-palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine	
1759166	corydine	
1759167	dioctyltin bis(propylene glycol maleate)	
1759168	epoxiconazole	
1759169	Eucalyptus piperita leaf oil	
1759170	orthoclase	potassium aluminum silicate
1759171	penconazole	
1759172	oxogestone	
1759173	reductic acid	
1759174	Berberis repens root extract	
1759185	sesamin	
1759186	Salvia microphylla whole extract	
1759191	Tinospora sinensis stem extract	
1759192	Siraitia grosvenorii whole extract	
1759193	Malus domestica pollen extract	
1759194	Cordyceps militaris fruiting body extract	
1759195	pomiferin	
1759196	Streptococcus thermophilus	
1759197	Taiwanofungus camphoratus mycelium extract	
1759198	apple cider	
1759200	amyloglucosidase (Aspergillus niger)	
1759201	aspergillopepsin I (Aspergillus phoenicis)	
1759207	Justicia spicigera leaf extract	
1759208	behenyl acrylate polymer	
1759209	5-methyl-1,3,5-triphenyl-2-pyrazoline	
1759222	Smilax officinalis whole extract	
1759224	Eschscholzia californica flower extract	
1759225	Gossypium herbaceum flower extract	
1759270	pyrantel	
1759455	pyrazinamide	
1759842	clavulanate	
1760039	pyrimethamine	
1760616	quinine	
1761033	glutaral	glutaraldehyde
1762711	ribavirin	
1763204	rifampin	rifampicin
1763339	rimantadine	
1763779	griseofulvin	
1766340	halofantrine	
1768734	hexachlorophene	
1768849	cefaclor	
1769389	nevirapine	
1769535	cefadroxil	
1771162	cefazolin	
1773402	cefoperazone	
1774470	cefotaxime	
1774932	cefotetan	
1775741	cefoxitin	
1776430	hydrogen peroxide	
1776684	ceftazidime	
1777087	hydroxychloroquine	
1777254	ceftizoxime	
1777417	rifabutin	
1777806	ceftriaxone	
1778162	cefuroxime	
1778262	imipenem	
1780601	iodine	
1781314	interferon alfacon-1	
1781321	ipecac	ipecacuanha
1781406	stavudine	
1781733	atovaquone	
1782521	isoniazid	
1784444	ivermectin	
1784749	kanamycin	
1786055	deferasirox	
1786617	daptomycin	
1786621	cephalexin	cefalexin
1786842	cephradine	cefradine
1787101	maraviroc	
1789276	gatifloxacin	
1789428	amprenavir	
1789515	quinupristin	
1789517	dalfopristin	
1789521	charcoal	
1790024	dirithromycin	
1790692	lincomycin	
1790812	chlorhexidine	
1790868	amikacin	
1792429	proguanil	chloroguanide
1792515	chloroquine	
1794280	mebendazole	
1796435	cefixime	
1796458	cefdinir	
1797155	peginterferon alfa-2b	
1797258	cilastatin	
1797513	ciprofloxacin	
1798476	clofazimine	
1799139	oseltamivir	
1800835	cloxacillin	
1836191	streptomycin	
1836241	sulbactam	
1836391	sulfadiazine	
1836410	sulfadoxine	
1836430	sulfamethoxazole	
1836503	sulfisoxazole	
1836948	tetracycline	
1837289	thiabendazole	tiabendazole
19000207	medrogestone	
19000305	thioproperazine	
19000381	squalene	
19000382	Lactobacillus delbrueckii subsp. bulgaricus	Lactobacillus bulgaricus
19000498	mefloquine	
19000537	threonine	
19000556	mefruside	
19000726	thymol	
19000729	aprotinin	
19000732	thyroglobulin	
19000753	ferrous glycine sulfate	
19000811	Lacticaseibacillus rhamnosus	Lactobacillus casei rhamnosus
19000812	stigmasterol	
19000813	Enterococcus faecalis	
19000815	strontium	
19000817	sulbenicillin	
19000818	sulfadimethoxine	
19000819	sulfaguanidine	
19000820	sulfamethoxypyridazine	
19000821	sulfisomidine	sulfaisodimidine
19000826	sulfobromophthalein	
19000921	sulthiame	sultiame
19001014	nadroparin	
19001131	sodium ironedetate	sodium feredetate
19001305	diloxanide	
19001308	oxerutins	
19001311	epoetin beta	
19001345	calcium sulfaloxate	
19001409	glibornuride	
19001441	glymidine	
19001477	synephrine	
19001540	hexafluorenium	hexafluronium
19001579	vitamin K3	vitamin K 3
19001579	vitamin K3	menadione
19001599	hexamidine	
19001653	hexocyclium	
19001701	thyrotropin-releasing hormone	protirelin
19001758	Corynebacterium parvum vaccine	
19001904	cefpirome	
19002077	talampicillin	
19002226	hydroiodic acid	
19002230	hydrotalcite	
19002257	hydroxypropylcellulose	hydroxypropyl cellulose
19002431	tilidine	
19002662	mephenesin	
19002664	mephentermine	
19002770	desflurane	
19002800	tropisetron	
19002829	tolazoline	
19002912	nelarabine	
19003010	meptazinol	
19003070	mersalyl	
19003107	invert sugar	maize invert sugar
19003107	invert sugar	saccharide hydrolysate
19003140	mesterolone	
19003201	iodixanol	
19003206	iopromide	
19003249	ioxilan	
19003296	tolperisone	
19003303	metaraminol	
19003345	iron sorbitex	
19003412	iso-sulfan blue	isosulfan blue
19003416	isoaminile	
19003476	Horse antihuman thymocyte gamma globulin	
19003491	isoconazole	
19003522	lanatoside C	
19003568	isopropyl myristate	
19003570	parecoxib	
19003593	isothipendyl	
19003644	methacycline	metacycline
19003691	oxaceprol	
19003914	triacetin	
19003946	ketazolam	
19003953	rocuronium	
19003959	methadyl acetate	
19003999	mycophenolate mofetil	
19004049	nicofuranose	
19004095	methandriol	
19004098	methandrostenolone	metandienone
19004145	fenugreek seed meal	
19004153	methantheline	
19004158	methapyrilene	
19004160	methaqualone	
19004189	anamu preparation	
19004212	anthraquinone glycoside	
19004217	BILBERRY FRUIT EXTRACT	
19004254	metharbital	
19004283	magnesium malate	
19004295	thiamylal	
19004388	yucca root	
19004428	golden seal root extract	
19004430	sweetleaf preparation	
19004539	lacidipine	
19004578	cider vinegar	
19004621	methenolone	metenolone
19004626	metergoline	
19004718	demecarium	
19004724	methionine	L-methionine
19004764	colfosceril	
19004810	copper gluconate	
19004969	trientine	
19005015	methohexital	
19005046	pyridoxine	
19005061	ziconotide	
19005101	trifluperidol	
19005104	triflupromazine	
19005129	clobetasone	
19005147	methotrimeprazine	levomepromazine
19005208	methoxamine	
19005225	lapyrium	
19005257	methoxyflurane	
19005452	milbemycin oxime	
19005512	trimebutine	
19005570	trimeprazine	alimemazine
19005626	trimetazidine	
19005629	trimethadione	
19005658	trimethaphan	trimetaphan
19005918	borage oil	starflower oil
19006043	troleandomycin	oleandomycin triacetate
19006047	tromethamine	trometamol
19006155	trypan blue	
19006186	tryptophan	L-tryptophan
19006410	arginine	
19006467	thiram	
19006586	rufinamide	
19006659	tyropanoate	
19006692	tyrosine	L-tyrosine
19006742	methyprylon	
19006764	Bifidobacterium bifidum	
19006842	tyrothricin	
19006855	kelp preparation	
19006871	argipressin	
19006874	unithiol	
19006877	uracil	
19006880	uracil mustard	
19006951	yellow jacket venom protein	
19006969	aprindine	
19006991	cat's claw preparation	
19007200	Veratrum viride preparation	
19007422	moxisylyte	thymoxamine
19007429	thymus extracts	
19007490	metyrapone	
19007533	corn oil	
19007536	leucocyanidin	
19007539	Corn starch preparation	
19007572	valine	L-valine
19007595	calcium oxide	lime
19007600	soybean preparation	
19007652	gadobenate	
19007693	vanadium	
19007701	mezlocillin	
19007721	thyrotropin	
19007737	mianserin	
19007748	cetrimide	
19007780	dicobalt edetate	
19007803	lofexidine	
19007977	lormetazepam	
19008009	cosyntropin	tetracosactide
19008012	tiapride	
19008075	alpha-glucoheptonic acid, magnesium salt (2:1)	
19008106	coumarin	
19008192	lyapolate	
19008261	viloxazine	
19008264	vinblastine	
19008269	vincamine	
19008276	parnaparin	
19008281	tin	
19008336	vindesine	
19008339	vitamin A	
19008361	tacalcitol	
19008366	creosote	
19008374	tea tree oil	
19008782	tolonium chloride	
19008864	malic acid	
19008867	cromoglycate	
19008870	mandelic acid	
19008893	manganese chloride	
19008897	manganese sulfate	
19008972	Pneumococcal vaccine	
19008973	Human immunoglobulin	
19008994	mebeverine	
19008999	mebhydroline	mebhydrolin
19009022	meclocycline	
19009025	mecobalamin	
19009054	meglumine ioxithalamate	
19009057	menadiol	
19009116	meprednisone	
19009138	miocamycin	
19009145	mequitazine	
19009148	mercury, ammoniated	mercury chloride, ammoniated
19009157	Intermediate factor VIII	
19009165	plicamycin	
19009250	methdilazine	
19009277	cyclacillin	
19009306	cyclamate	
19009365	methoxyphenamine	
19009405	vitamin D	
19009458	Pork calcitonin	
19009540	vitamin E	
19009557	ferrous phosphate	
19009558	Perfluorochemical	
19009676	molgramostim	recombinant human GM-CSF
19009686	methylbenzethonium	
19009705	lenograstim	
19009721	trapidil	
19009790	triacetoneamine-N-oxyl	
19009819	molsidomine	
19009847	methylmethacrylate	methyl methacrylate
19009874	methylnicotinate	
19009877	methylparaben	
19009896	molybdenum	
19009915	Trichophyton mentagrophytes	
19009949	fluclorolone	
19009961	metocurine	
19009965	agalsidase alfa	
19010015	cyclopenthiazide	
19010128	vitamin K	
19010296	Meningitis vaccine	
19010309	water	
19010337	aminosalicylate	
19010360	mild silver protein	
19010400	fusidate	
19010459	mivacurium	
19010482	cyclosporine	
19010493	xipamide	
19010496	xylitol	
19010499	xylose	D-Xylose
19010564	pipemidate	
19010652	moclobemide	
19010696	zinc	
19010792	cyproterone	
19010868	abarelix	
19010871	tuberculin	
19010872	Vaccines, Typhoid	
19010873	tyramine	
19010875	uranium	
19010876	uridine	
19010886	zuclopenthixol	
19010892	monooctanoin	
19010924	moroxydine	
19010927	conivaptan	
19010943	Opiates	
19010955	cysteine	
19010961	arsenic	
19010969	virginiamycin	
19010970	vitamin B complex	
19011001	wasp venoms	
19011004	white wax	
19011007	xenon	
19011008	Yeasts	
19011018	zinc orotate	
19011021	moxonidine	
19011028	mucopolysaccharide polysulfate	
19011031	pregnenolone	
19011034	citrate	
19011035	lactate	
19011039	arginine glutamate	
19011061	glucomannan	
19011062	mofezolac	
19011064	tiludronic acid	
19011067	temoporfin	
19011069	asparagine	L-asparagine
19011082	cystine	
19011091	deferiprone	
19011093	tenofovir	
19011094	benzquercin	
19011095	Aspergillus fumigatus	
19011097	propionate	
19011098	dimethoxanate	
19011099	chromic phosphate P32	
19011124	grapefruit extract	
19011125	yellow hornet venom	
19011126	gemeprost	
19011127	prednylidene	
19011128	Old tuberculin	
19011130	Normal saline	
19011154	Cytidine Diphosphate Choline	
19011161	Dermatophagoides pteronyssinus preparation	
19011162	fennel seed preparation	
19011163	pumpkin seed extract	
19011193	acetyldigitoxin	
19011200	paroxypropione	
19011331	barium sulfate	
19011339	mosapride	
19011355	etoricoxib	
19011370	Petiveria alliacea preparation	
19011382	ALLERGENIC EXTRACT, MIXED ANTIGENS	ALLERGENIC EXTRACT MIXED ANTIGENS
19011382	ALLERGENIC EXTRACT, MIXED ANTIGENS	ALLERGENIC EXTRACT, ANTIGENS, MIXED
19011382	ALLERGENIC EXTRACT, MIXED ANTIGENS	ALLERGENIC EXTRACT,MIXED ANTIGENS
19011382	ALLERGENIC EXTRACT, MIXED ANTIGENS	ALLERGENIC EXTRACT,MIXED ANTIGENS [VA Product]
19011393	Insoluble berlin blue stain	
19011415	brown mixture	
19011434	ensulizole	phenylbenzimidazole sulfonic acid
19011435	chromium nicotinic acid complex	
19011437	icodextrin	
19011438	benzoin resin	benzoin
19011438	benzoin resin	2-hydroxy-1,2-di(phenyl)ethanone extract
19011440	everolimus	
19011456	N-acetyltyrosine	
19011565	zinc-DTPA	
19011663	Balanced salt solution	
19011685	roxatidine	
19011712	desirudin	
19011773	ascorbic acid	
19011795	linoleate	
19011904	potassium aminobenzoate	aminobenzoate potassium
19011951	debrisoquin	debrisoquine
19011985	dehydroemetine	
19011988	adrenocorticotropin (ACTH 1-18),I-125 (TYR)	
19012013	albumin,chromated Cr-51 serum	
19012047	albumin,iodinated I-131 serum	
19012050	ALLERGENIC EXTRACT, 10 TREE	
19012073	ALLERGENIC EXTRACT, 2 GRASS MIX	
19012078	ALLERGENIC EXTRACT, 3 GRASS MIX, SOUTHERN	
19012111	ALLERGENIC EXTRACT, 3 GRASS, SOUTHERN	
19012114	ALLERGENIC EXTRACT, 4 MOLD MIX	ALLERGENIC EXTRACT MIXED MOLDS (4)
19012117	ALLERGENIC EXTRACT, 7 GRASS MIX	ALLERGENIC EXTRACT, GRASS, 7 MIX
19012152	ALLERGENIC EXTRACT, 7 TREE MIX	ALLERGENIC EXTRACT,7 TREE MIX
19012157	ALLERGENIC EXTRACT, 9 GRASS MIX, SOUTHERN	
19012160	ALLERGENIC EXTRACT, ALTERNARIA TENUIS	
19012183	ALLERGENIC EXTRACT, ASH MIX	
19012186	ALLERGENIC EXTRACT, ASH POLLEN, ARIZONA	
19012189	ALLERGENIC EXTRACT, ASH POLLEN, OREGON	
19012197	berberine	
19012199	beta-escin	
19012200	4-aminomethylbenzoic acid	aminomethylbenzoic acid
19012212	ALLERGENIC EXTRACT, ASPERGILLUS FUMIGATUS	
19012215	ALLERGENIC EXTRACT, BEE	
19012220	ALLERGENIC EXTRACT, BEECH	
19012221	4-cymene	p-cymene
19012223	4-dimethylaminophenol	
19012224	copper chloride	
19012253	ALLERGENIC EXTRACT, BERMUDA GRASS	
19012256	ALLERGENIC EXTRACT, BIRCH	
19012259	ALLERGENIC EXTRACT, BLUEGRASS ANNUAL POLLEN	
19012292	ALLERGENIC EXTRACT, BOTRYTIS CINEREA MOLD	ALLERGENIC EXTRACT, MOLD, BOTRYTIS CINEREA
19012295	ALLERGENIC EXTRACT, BOX ELDER	
19012300	ALLERGENIC EXTRACT, CALIFORNIA HAZELNUT POLLEN	
19012346	eltrombopag	
19012353	ALLERGENIC EXTRACT, CALIFORNIA LIVE OAK	
19012358	ALLERGENIC EXTRACT, CANADA BLUEGRASS POLLEN	
19012431	ALLERGENIC EXTRACT, CANDIDA ALBICANS	
19012434	ALLERGENIC EXTRACT, CAT EPITHELIUM	ALLERGENIC EXTRACT, CAT EPITHELIA
19012434	ALLERGENIC EXTRACT, CAT EPITHELIUM	ALLERGENIC EXTRACT,CAT EPITHELIUM
19012439	ALLERGENIC EXTRACT,CLADOSPORIUM CLADOSPORIS	
19012512	ALLERGENIC EXTRACT, CLADOSPORIUM HERBARUM	
19012515	ALLERGENIC EXTRACT, COMMON SAGEBRUSH	
19012520	ALLERGENIC EXTRACT, CORN	
19012543	valrubicin	
19012545	ALLERGENIC EXTRACT, COTTONWOOD FREMONT	
19012548	ALLERGENIC EXTRACT, COTTONWOOD, WESTERN	
19012565	mycophenolic acid	
19012585	asparaginase	
19012598	vecuronium	
19012603	ALLERGENIC EXTRACT, CURVULARIA LUNATA MOLD	
19012606	ALLERGENIC EXTRACT, DOG EPITHELIA	ALLERGENIC EXTRACT,DOG EPITHELIA
19012631	ALLERGENIC EXTRACT, DUST, AUTOGENOUS	
19012634	ALLERGENIC EXTRACT, ELM MIX	
19012637	ALLERGENIC EXTRACT, EPICOCCUM PURPURASCENS	
19012640	ALLERGENIC EXTRACT, FALSE RAGWEED	
19012665	ALLERGENIC EXTRACT, FUSARIUM OXYSPORUM MOLD	
19012668	ALLERGENIC EXTRACT, GRAIN MILL DUST	
19012686	aspartic acid	L-aspartic acid
19012693	ALLERGENIC EXTRACT, GRASS, BROME	
19012696	ALLERGENIC EXTRACT, GRASS, JOHNSON	
19012699	ALLERGENIC EXTRACT, GRASS, KENTUCKY BLUE	
19012732	ALLERGENIC EXTRACT, GRASS, ORCHARD	
19012735	ALLERGENIC EXTRACT, REDTOP GRASS	
19012738	ALLERGENIC EXTRACT, RYE GRASS PERENNIAL	
19012791	ALLERGENIC EXTRACT, GRASS, SWEET VERNAL	
19012794	ALLERGENIC EXTRACT, HELMINTHOSPORIUM SATIVUM	ALLERGENIC EXTRACT,HELMINTHOSPORIUM SATIVUM
19012797	ALLERGENIC EXTRACT, HICKORY	
19012800	ALLERGENIC EXTRACT, HORMODENDRUM HORDEI	
19012833	ALLERGENIC EXTRACT, HORSE DANDER	
19012876	ALLERGENIC EXTRACT, HORSE EPITHELIA	ALLERGENIC EXTRACT,HORSE EPITHELIA
19012879	House dust allergenic extract	
19012922	amodiaquine	
19012925	silodosin	
19012956	ALLERGENIC EXTRACT, HOUSE DUST EXTRACT CONCENTRATE	
19012959	ALLERGENIC EXTRACT, ITALIAN RYEGRASS POLLEN	
19012992	ALLERGENIC EXTRACT, IVA CILIATA, I. XANTHIFOLIA POLLEN	
19012997	ALLERGENIC EXTRACT, KOCHIA	
19013032	ALLERGENIC EXTRACT, MAPLE	
19013035	ALLERGENIC EXTRACT, MEADOW FESCUE POLLEN	
19013038	ALLERGENIC EXTRACT, MORUS ALBA, M. RUBRA POLLEN	
19013071	ALLERGENIC EXTRACT, MOUNTAIN CEDAR	
19013074	ALLERGENIC EXTRACT, MUCOR RACEMOSUS MOLD	
19013077	ALLERGENIC EXTRACT, OAK	
19013080	ALLERGENIC EXTRACT, OLIVE	
19013103	ALLERGENIC EXTRACT, PECAN	
19013106	ALLERGENIC EXTRACT, PENICILLIN	
19013109	ALLERGENIC EXTRACT, PHOMA BETAE MOLD	
19013132	ALLERGENIC EXTRACT, PIGWEED, ROUGH	
19013135	ALLERGENIC EXTRACT, PIGWEED, SPINY	
19013138	ALLERGENIC EXTRACT, PLANTAIN, ENGLISH	
19013161	ALLERGENIC EXTRACT, POPLAR	
19013164	ALLERGENIC EXTRACT, POPULUS ALBA, P. DELTOIDES	
19013167	ALLERGENIC EXTRACT, PULLULARIA PULLULANS	
19013170	ALLERGENIC EXTRACT, QUACK GRASS POLLEN	
19013193	ALLERGENIC EXTRACT, QUECUS RUBRA, ALBA, AGRIFOLA, VIRGIN	
19013196	ALLERGENIC EXTRACT, RABBIT EPITHELIA	ALLERGENIC EXTRACT,RABBIT EPITHELIA
19013199	ALLERGENIC EXTRACT, RED ALDER	
19013222	ALLERGENIC EXTRACT, REED CANARY POLLEN	
19013225	Rhizopus arrhizus allergenic extract	
19013228	ALLERGENIC EXTRACT, RYE GIANT WILD GRASS POLLEN	
19013251	ALLERGENIC EXTRACT, SALIX NIGRA, S. ALBA POLLEN	
19013256	ALLERGENIC EXTRACT, SALT GRASS POLLEN	
19013259	ALLERGENIC EXTRACT, SCALE MIX	
19013282	ALLERGENIC EXTRACT, SHEEP SORREL	
19013285	ALLERGENIC EXTRACT, SHEEP WOOL	
19013288	ALLERGENIC EXTRACT, SHORT RAGWEED, ALTERNARIA	
19013323	ALLERGENIC EXTRACT, STEMPHYLLUM BOTRYOSUM MOLD	
19013326	ALLERGENIC EXTRACT, STINGING INSECT	
19013329	ALLERGENIC EXTRACT, SUGAR BEET	
19013362	ALLERGENIC EXTRACT, SYCAMORE	
19013365	ALLERGENIC EXTRACT, TAG ALDER	
19013368	ALLERGENIC EXTRACT, TIMOTHY GRASS	ALLERGENIC EXTRACT, GRASS, TIMOTHY
19013368	ALLERGENIC EXTRACT, TIMOTHY GRASS	Timothy grass allergenic extract
19013368	ALLERGENIC EXTRACT, TIMOTHY GRASS	Timothy grass allergenic extract (medication)
19013443	ALLERGENIC EXTRACT, TREE, CHINESE ELM POLLEN	
19013446	ALLERGENIC EXTRACT, VELVET GRASS POLLEN	
19013477	walnut allergenic extract	
19013480	ALLERGENIC EXTRACT, WASP	
19013519	ALLERGENIC EXTRACT, WEED, WEST MIX	
19013612	ALLERGENIC EXTRACT, WESTERN RAGWEED	
19013615	ALLERGENIC EXTRACT, WESTERN WATER HEMP POLLEN	
19013618	ALLERGENIC EXTRACT, WESTERN WHEATGRASS POLLEN	
19013651	ALLERGENIC EXTRACT, YELLOW DOCK POLLEN	
19013654	ALLERGENIC EXTRACT,YELLOW JACKET	
19013686	ALLERGENIC EXTRACT,CALVATIA CYATHIFORMIS	
19013689	ALLERGENIC EXTRACT,COPRINUS MICACEUS	
19013712	ALLERGENIC EXTRACT,FULIGO SEPTICA	
19013715	ALLERGENIC EXTRACT,LYCOPERDON PYRIFORME	
19013718	ALLERGENIC EXTRACT,PENICILLIUM FREQUENTANS	
19013721	corn smut allergenic extract	Ustilago maydis allergenic extract
19013724	ammonium silicofluoride	
19013727	apiole	
19013730	BCG, live, Montreal strain	
19013754	citrus bioflavonoids	
19013756	cerium oxalate	
19013759	chloride hexahydrate	
19013765	respiratory syncytial virus immune globulin intravenous	
19013782	D-biotin	
19013789	egg yolk phospholipids	egg phospholipids
19013826	Hydrastis preparation	
19013828	Hyoscyamus extract	
19013926	insulin, protamine zinc, beef-pork	
19013951	insulin, regular, beef	
19013958	ornithine, (L)-isomer	
19013981	Lilium longiflorium	
19013986	magnesium acetate	
19014026	nux vomica extract	
19014029	PARACHLOROMETOXYLENOL	
19014035	nafronyl	naftidrofuryl
19014069	peptone,dried	
19014158	nalmefene	
19014164	wheat germ oil	
19014202	alfacalcidol	
19014213	potassium lactate	
19014215	sodium lauryl sulfoacetate	
19014220	tocopheryl acid succinate,D-alpha	
19014341	atracurium	
19014509	tirilazad	
19014753	ALLERGENIC EXTRACT, 10 TREE MIX	ALLERGENIC EXTRACT,10 TREE MIX
19014756	ALLERGENIC EXTRACT, COMMON MUGWORT	
19014759	ALLERGENIC EXTRACT, ELM, CHINESE & AMERICAN, POLLEN MIX	
19014802	ALLERGENIC EXTRACT, FEATHER MIX	ALLERGENIC EXTRACT,FEATHER MIX
19014802	ALLERGENIC EXTRACT, FEATHER MIX	mixed feather allergenic extract
19014802	ALLERGENIC EXTRACT, FEATHER MIX	mixed feather allergenic extract (medication)
19014807	ALLERGENIC EXTRACT, LAMB QUARTERS	
19014810	ALLERGENIC EXTRACT, MESQUITE	
19014818	Allergenic extract	Allergenic extract, NOS
19014818	Allergenic extract	Allergy testing preparations
19014818	Allergenic extract	Allergenic extract (product)
19014818	Allergenic extract	Allergenic extract (substance)
19014818	Allergenic extract	ALLERGENIC EXTRACTS
19014818	Allergenic extract	Allergen Ext (Obsolete)
19014818	Allergenic extract	Allergen extract
19014818	Allergenic extract	Allergen extract (substance)
19014818	Allergenic extract	Allergenic Extracts
19014818	Allergenic extract	Allergy testing preparations (product)
19014818	Allergenic extract	Allergy testing preparations (substance)
19014818	Allergenic extract	Diagnostic allergen extract
19014818	Allergenic extract	Diagnostic allergen extract (product)
19014818	Allergenic extract	Diagnostic allergenic extract
19014818	Allergenic extract	Diagnostic allergenic extract (substance)
19014818	Allergenic extract	Prepared allergen
19014818	Allergenic extract	Prepared allergen (product)
19014818	Allergenic extract	Prepared allergen (substance)
19014818	Allergenic extract	Specific allergy preparations
19014818	Allergenic extract	Specific allergy preparations (product)
19014818	Allergenic extract	Specific allergy preparations (substance)
19014818	Allergenic extract	allergen extract
19014818	Allergenic extract	allergen extracts
19014818	Allergenic extract	allergenic extract (medication)
19014818	Allergenic extract	allergenic extracts
19014833	ALLERGENIC EXTRACT, PER PRESCRIPTION	ALLERGENIC EXTRACT,PER PRESCRIPTION
19014838	ALLERGENIC EXTRACT, SWEET GUM POLLEN	
19014846	White faced hornet venom	
19014861	ALLERGENIC EXTRACT, THISTLE, RUSSIAN	
19014866	ALLERGENIC EXTRACT, TRICOTHECIUMROSEUM MOLD	
19014869	ALLERGENIC EXTRACT, WEED, CARELESS	
19014878	azathioprine	
19014912	ALLERGENIC EXTRACT,AGARICUS CAMPESTRIS	
19014942	calcium creosotate	
19014944	calcium iodized	
19014947	ferric cacodylate	
19014977	nicorandil	
19015082	ALLERGENIC EXTRACT, ALTERNARIA MOLD	
19015123	azlocillin	
19015144	nifuroxazide	
19015198	parsley extract	
19015225	nifurzide	
19015230	adenosine triphosphate	ATP
19015342	bamethan	
19015346	barbital	
19015395	levonordefrin	corbadrine
19015397	activated attapulgite	
19015423	BCG Vaccine	
19015464	nitroxoline	
19015523	bendamustine	
19015533	nomegestrol	
19015536	theodrenaline	
19015539	asafetida extract	Ferula assafoetida resin extract
19015602	nefopam	
19015633	Siberian ginseng preparation	
19015636	Bryonia preparation	
19015670	thyme preparation	
19015703	ferumoxides	
19015726	cisatracurium	
19015756	norfenefrine	
19015768	methoxy polyethylene glycol-epoetin beta	
19015787	normethadone	
19015802	lercanidipine	
19015812	cathine	
19016063	dequalinium	
19016072	certoparin	
19016099	octylonium	
19016234	ferrous lactate	
19016237	benactyzine	
19016248	capromab pendetide	
19016320	bencyclane	
19016339	bismuth dipropylacetate	
19016414	D-transallethrin	
19016417	dicresulene polymer	
19016433	benflumetol	
19016435	benorilate	
19016440	benperidol	
19016457	petroleum preparation	
19016463	benserazide	
19016467	bentonite	
19016491	Papaya preparation	
